PMID,Journal ISSN,Publication Year,Journal Title,Journal ISO,Journal Country,Journal Impact Factor,Impact Factor Without Journal Self Cites,Five Year Impact Factor,Article Title,Paper Country,Times Cited,Grants,Keywords,WOS Research Areas,WOS Categories,Mesh Headings,Number of Authors,Number of Student Authors,Percentage of Students,Is 1st Author a Student?,Solely by students?
25250247,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Development of a scale for measuring social health of Iranians living in three big cities.,Iran,,-,"Social health, Scale development, Iran, Measure",,,-,7,1,14.29,No,No
25250246,1016-1430,2014,Medical journal of the Islamic Republic of Iran,Med J Islam Repub Iran,Iran,,,,Comparison of thyroid hormone levels between normal and preeclamptic pregnancies.,Iran,,-,"Thyroid stimulating hormone, Hypothyroidism, Thyroxin, Preeclampsia",,,-,5,2,40.00,No,No
25246421,0036-9330,2014,Scottish medical journal,Scott Med J,Scotland,0.510,0.510,0.667,A randomised crossover trial of the acute effects of a deep-fried Mars bar or porridge on the cerebral vasculature.,,1,-,"cerebrovascular reactivity, Deep-fried Mars bar, Breath Holding Index",General & Internal Medicine,"Medicine, General & Internal","Ultrasonography, Doppler, Transcranial, (Brain Ischemia/complications/diagnostic imaging/epidemiology/etiology/prevention & control), Cerebrovascular Circulation, Cross-Over Studies, Humans, Blood Flow Velocity, Cooking, (Candy/adverse effects), Sex Factors, Edible Grain, Adult, Female, (Stroke/epidemiology/etiology/prevention & control), (Scotland/epidemiology), Male, Risk Factors, (Diet, High-Fat/adverse effects)",2,1,50.00,Yes,No
25242207,1542-2224,2015,The Journal of foot and ankle surgery : official publication of the American College of Foot and Ankle Surgeons,J Foot Ankle Surg,United States,0.907,0.702,1.147,Asking for the 22-modifier in isolated ankle fractures: does the operative note make the case?,,0,-,"reimbursement, surgery, CPT code modifier, ankle fracture",Orthopedics; Surgery,Orthopedics; Surgery,"Medical Records, Radiography, Current Procedural Terminology, Middle Aged, Trauma Centers, (Fracture Fixation/classification/economics), Humans, (Reimbursement Mechanisms/economics), Insurance Claim Reporting, (Ankle Fractures/diagnostic imaging/surgery), Female, Male, Retrospective Studies",9,4,44.44,No,No
25239927,1816-5370,2015,Asian cardiovascular & thoracic annals,Asian Cardiovasc Thorac Ann,England,,,,Preoperative assessment of lung cancer patients: evaluating guideline compliance (re-audit).,,,-,"X-ray computed, Positron-emission tomography, Tomography, Pneumonectomy, Neoplasm staging, Lung neoplasms, Respiratory function tests",,,"Tomography, X-Ray Computed, (Lung Neoplasms/classification/diagnosis/diagnostic imaging/surgery), Male, Medical Audit, Middle Aged, Humans, (Practice Guidelines as Topic/standards), (Pneumonectomy/methods/standards/statistics & numerical data), (Guideline Adherence/standards/statistics & numerical data), Positron-Emission Tomography, Aged, 80 and over, (United Kingdom/epidemiology), Adult, Female, Aged, Retrospective Studies, (Physicians/standards)",6,2,33.33,No,No
25236819,1531-5053,2014,Journal of oral and maxillofacial surgery : official journal of the American Association of Oral and Maxillofacial Surgeons,J. Oral Maxillofac. Surg.,United States,1.916,1.677,1.873,Postoperative swelling after orthognathic surgery: a prospective volumetric analysis.,Netherlands,18,-,-,"Dentistry, Oral Surgery & Medicine","Dentistry, Oral Surgery & Medicine","(Edema/etiology), Humans, (Orthognathic Surgical Procedures/adverse effects), Postoperative Complications",4,2,50.00,Yes,No
25228931,1860-3572,2014,GMS Zeitschrift fur medizinische Ausbildung,GMS Z Med Ausbild,Germany,,,,Examination performances of German and international medical students in the preclinical studying-term--a descriptive study.,"(Germany, United States)",,-,"international medical students, assessment, migration, undergraduate medical education",,,"Clinical Competence, International Educational Exchange, Curriculum, Humans, Foreign Medical Graduates, Germany, (Emigrants and Immigrants/education), Educational Measurement, Retrospective Studies, Specialty Boards",10,2,20.00,No,No
25227174,1745-6215,2014,Trials,Trials,England,1.969,1.809,2.203,Effectiveness of patient feedback as an educational intervention to improve medical student consultation (PTA Feedback Study): study protocol for a randomized controlled trial.,Australia,2,-,-,Research & Experimental Medicine,"Medicine, Research & Experimental","Research Design, Communication, Patient Satisfaction, (Students, Medical/psychology), (Education, Medical, Undergraduate/methods), Clinical Competence, (Patients/psychology), Humans, Health Knowledge, Attitudes, Practice, Victoria, Referral and Consultation, (Teaching/methods), Feedback, Psychological, Physician-Patient Relations, Double-Blind Method",3,1,33.33,Yes,No
25225649,0300-8495,2014,Australian family physician,Aust Fam Physician,Australia,0.852,0.640,1.013,Evaluating for immunodeficiency in children with recurrent infection.,United States,0,-,-,General & Internal Medicine,"Primary Health Care; Medicine, General & Internal","Clinical Competence, Humans, Professional Practice, Diagnosis, Differential, Recurrence, (Immunologic Deficiency Syndromes/complications/diagnosis/immunology), (Immunologic Tests/methods), Child, (Communicable Diseases/etiology/immunology/physiopathology)",2,1,50.00,Yes,No
25225548,1682-024X,2014,Pakistan journal of medical sciences,Pak J Med Sci,Pakistan,0.696,0.648,0.554,The right to live or die? A perspective on voluntary euthanasia.,Pakistan,0,-,"Physician-assisted death, Euthanasia",General & Internal Medicine,"Medicine, General & Internal",-,2,2,100.00,Yes,Yes
25215908,1654-9880,2014,Global health action,Glob Health Action,United States,1.794,1.713,2.058,The ASEAN economic community and medical qualification.,Thailand,,-,"medical practice, AEC, medical qualification, medical education, medical licensing examination",,,"(Governing Board/organization & administration), (Education, Medical/organization & administration/standards), Language, Humans, (Clinical Competence/standards), Thailand, Emigration and Immigration, Asia, Southeastern, (Licensure, Medical/standards), (Physicians/standards)",5,4,80.00,Yes,No
25212450,1432-0932,2015,"European spine journal : official publication of the European Spine Society, the European Spinal Deformity Society, and the European Section of the Cervical Spine Research Society",Eur Spine J,Germany,2.563,1.917,2.937,Intervertebral disc height loss demonstrates the threshold of major pathological changes during degeneration.,United States,9,-,-,Neurosciences & Neurology; Orthopedics,Clinical Neurology; Orthopedics,"(Intervertebral Disc Degeneration/pathology), Young Adult, (Lumbar Vertebrae/pathology), Humans, Adult, Female, Middle Aged, Male, Analysis of Variance, (Diffusion Magnetic Resonance Imaging/methods)",6,1,16.67,Yes,No
25211530,2168-6092,2014,JAMA facial plastic surgery,JAMA Facial Plast Surg,United States,2.703,1.966,2.649,Lateral pterygoid plate fractures associated with mandible fractures.,United States,2,-,-,Surgery,Surgery,"(Mandibular Fractures/diagnostic imaging/surgery), Young Adult, (Pterygopalatine Fossa/diagnostic imaging/injuries/surgery), (Skull Fractures/diagnostic imaging/surgery), Middle Aged, Humans, Tomography, X-Ray Computed, Adult, Male",4,1,25.00,No,No
25210338,0974-8237,2014,Journal of craniovertebral junction & spine,J Craniovertebr Junction Spine,India,,,,Double insurance transfacetal screws for lumbar spinal stabilization.,India,,-,"lumbar instability, Facets, lumbar canal stenosis, transfacetal screws",,,-,4,1,25.00,No,No
25210124,0036-9330,2014,Scottish medical journal,Scott Med J,Scotland,0.510,0.510,0.667,Clinical embryology: is there still a place in medical schools today?,,6,-,"anatomy, medical education, Clinical embryology",General & Internal Medicine,"Medicine, General & Internal","Models, Educational, (Embryology/education/trends), Surveys and Questionnaires, (Students, Medical/psychology), (Schools, Medical/trends), Program Evaluation, Scotland, Curriculum, Humans, (Education, Medical, Graduate/standards/trends), (Education, Medical, Undergraduate/standards/trends), Attitude of Health Personnel",2,1,50.00,Yes,No
25201671,1544-5208,2014,Health affairs (Project Hope),Health Aff (Millwood),United States,4.980,4.523,5.626,The Affordable Care Act reduces emergency department use by young adults: evidence from three States.,United States,23,"( AHRQ HHS / United States ) , ( NIDDK NIH HHS / United States )","Insurance Coverage < Insurance, Health Reform, Access To Care",Health Care Sciences & Services,Health Care Sciences & Services; Health Policy & Services,"Male, Patient Protection and Affordable Care Act, Florida, Humans, (Insurance Coverage/statistics & numerical data), New York, California, Adult, Female, (Emergency Service, Hospital/utilization)",5,1,20.00,No,No
25193898,1319-2442,2014,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia",Saudi J Kidney Dis Transpl,Saudi Arabia,,,,"Comparison of the performance of the updated Schwartz, combined Schwartz and the Grubb glomerular filtration rate equations in a general pediatric population.",,,-,-,,,"(Iran/epidemiology), Age Factors, Adolescent, Humans, Models, Biological, (Creatinine/blood), Predictive Value of Tests, (Cystatin C/blood), Glomerular Filtration Rate, (Biomarkers/blood), (Renal Insufficiency, Chronic/blood/diagnosis/epidemiology/physiopathology), Child, Blood Urea Nitrogen, (Kidney/physiopathology), Reproducibility of Results, Reference Values",7,1,14.29,No,No
25179420,1557-9700,2014,"Psychiatric services (Washington, D.C.)",Psychiatr Serv,United States,2.888,2.643,3.103,The subjective experience of youths at clinically high risk of psychosis: a qualitative study.,United States,12,"( NIMH NIH HHS / United States ) , ( NCRR NIH HHS / United States )",-,"Health Care Sciences & Services; Public, Environmental & Occupational Health; Psychiatry","Health Policy & Services; Public, Environmental & Occupational Health; Psychiatry","(Interview, Psychological/methods), Young Adult, Schizophrenic Psychology, (Schizophrenia/complications/diagnosis), Risk Assessment, (Symptom Assessment/methods), Humans, Patient Acuity, Sex Factors, Social Adjustment, Adult, Female, (Psychotic Disorders/diagnosis/etiology/psychology), Male, Prodromal Symptoms",10,1,10.00,No,No
25177616,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Congential lumbar hernia with malrotation of left kidney and hydronephrosis in an infant: a rare presentation.,India,,-,"Scoliosis, Malrotation, Renal anomaly, Lung hypoplasia",,,-,3,1,33.33,No,No
25177586,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,Recognizing changes in cognition in sub types of acute confusional state.,India,,-,"Psychosis, Neuropsychiatric syndrome, MMSE",,,-,5,1,20.00,No,No
27331182,2452-2473,2014,Turkish journal of emergency medicine,Turk J Emerg Med,Turkey,,,,Evaluation of Prevalence of Low Back Pain Among Residents of Tabriz University of Medical Sciences in Relation with Their Position in Work.,Iran,,-,"resident, position, Low back pain",,,-,4,1,25.00,No,No
25161987,2277-9175,2014,Advanced biomedical research,Adv Biomed Res,India,,,,The effects of multi-strain probiotic compound on symptoms and quality-of-life in patients with irritable bowel syndrome: A randomized placebo-controlled trial.,Iran,,-,"therapy, Irritable bowel syndrome, probiotics",,,-,8,1,12.50,No,No
25149888,1735-9694,2014,Acta medica Iranica,Acta Med Iran,Iran,,,,Evaluating the quality of the educational environment for medical interns in an emergency department using the DREEM inventory.,Iran,,-,-,,,"Iran, Learning, Surveys and Questionnaires, (Internship and Residency/organization & administration/standards), Students, Medical, Humans, Cross-Sectional Studies, Female, (Emergency Service, Hospital/organization & administration), Male, (Education, Medical, Undergraduate/organization & administration/standards)",7,1,14.29,No,No
25133341,1538-8654,2014,Advances in skin & wound care,Adv Skin Wound Care,United States,1.088,0.955,1.658,Wounds in patients with HIV.,United States,1,( NIDDK NIH HHS / United States ),-,Dermatology; Nursing; Surgery,Dermatology; Nursing; Surgery,"Electronic Health Records, Adolescent, Quality of Life, (HIV Seropositivity/epidemiology), Incidence, Humans, (Wounds and Injuries/epidemiology), Retrospective Studies, (Varicose Ulcer/epidemiology), Adult, Female, Male, (Pressure Ulcer/epidemiology), (Postoperative Complications/epidemiology), Risk Factors",7,1,14.29,No,No
25133072,2159-2896,2014,International journal of sports physical therapy,Int J Sports Phys Ther,United States,,,,Effects of postural control manipulation on visuomotor training performance: comparative data in healthy athletes.,United States,,-,"postural control, concussion, Balance, vestibular, Dynavision™",,,-,8,1,12.50,No,No
25121786,1527-330X,2014,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Anatomy of the sternal origin of the pectoralis major: implications for subpectoral augmentation.,United States,4,-,"subpectoral, sternal origin, subpectoral augmentation, Pectoralis major",Surgery,Surgery,"Breast Implantation, Middle Aged, Humans, Cadaver, Aged, 80 and over, Female, (Sternum/anatomy & histology), Aged, Mammaplasty, (Pectoralis Muscles/anatomy & histology), (Body Weights and Measures/methods)",4,1,25.00,No,No
25121785,1527-330X,2014,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Will 1-stage implant salvage after periprosthetic breast infection ever be routine? A 6-year successful experience.,"(Serbia, United Kingdom)",7,-,"MRSA, periprosthetic infection, 1-stage implant salvage, biofilm, sequential cleaning, breast augmentation, capsular contracture",Surgery,Surgery,"Young Adult, (Anti-Bacterial Agents/therapeutic use), (Mammaplasty/adverse effects), (Breast/surgery), Humans, (Prosthesis-Related Infections/drug therapy/surgery), (Breast Implants/adverse effects), Retrospective Studies, Adult, Female, Middle Aged, (Breast Diseases/drug therapy/surgery), Follow-Up Studies",4,4,100.00,Yes,Yes
25121784,1527-330X,2014,Aesthetic surgery journal,Aesthet Surg J,England,2.697,1.792,2.602,Effectiveness of prophylactic antibiotics in outpatient plastic surgery.,United States,3,-,"outpatient surgery, prophylaxis, antibiotics, complications, comorbidities",Surgery,Surgery,"Surgery, Plastic, Male, Female, Adolescent, Humans, (Antibiotic Prophylaxis/methods/statistics & numerical data), (Anti-Bacterial Agents/therapeutic use), Risk Factors, Cosmetic Techniques, (Surgical Wound Infection/prevention & control), Young Adult, Adult, (Ambulatory Surgical Procedures/methods/statistics & numerical data), Middle Aged, Treatment Outcome, Aged, (Reconstructive Surgical Procedures/statistics & numerical data), Retrospective Studies, Texas, (Postoperative Complications/prevention & control)",10,6,60.00,Yes,No
25121019,2249-782X,2014,Journal of clinical and diagnostic research : JCDR,J Clin Diagn Res,India,,,,"High blood pressure in dialysis patients: cause, pathophysiology, influence on morbidity, mortality and management.",United States,,-,"Chronic kidney disease, Hypertension, Mortality, Dialysis, Blood pressure",,,-,5,1,20.00,No,No
